0.882352941,0.898039216,0.729411765,1
0.4,0,0.4,1
0.980392157,0.8,0,1
0.4,0,0.4,1
0.882352941,0.898039216,0.729411765,1
0,0,0,1
0.588235294,1,1,1
0.8,0.4,0,1
0.588235294,1,1,1
0.588235294,1,1,1
0.882352941,0.898039216,0.729411765,1
0.8,0,0.4,1
0.376470588,0.376470588,0.376470588,1
0.8,0,0.4,1
0.8,0,0.4,1
0,0,0,1
1,0.501960784,0,1
0.980392157,0.8,0,1
1,0.501960784,0,1
1,0.501960784,0,1
0.882352941,0.898039216,0.729411765,1
1,0,0,1
0.8,0.4,0,1
1,0,0,1
1,0,0,1
0,0,0,1
1,1,0,1
1,1,0,1
0.376470588,0.376470588,0.376470588,1
1,1,0,1
0.882352941,0.898039216,0.729411765,1
0.031372549,0.498039216,0.031372549,1
0.031372549,0.498039216,0.031372549,1
0.980392157,0.8,0,1
0.031372549,0.498039216,0.031372549,1
0,0,0,1
0.8,0.4,0,1
0.098039216,0.262745098,0.803921569,1
0.882352941,0.898039216,0.729411765,1
0.098039216,0.262745098,0.803921569,1
